accession	description
"DC655365"	"Fagus crenata mRNA, clone: Fc_TUM08_12C02, 5'end sequence, expressed in inner bark."
"DC652884"	"Fagus crenata mRNA, clone: Fc_TUM08_05B18, 5'end sequence, expressed in inner bark."
"DC657138"	"Fagus crenata mRNA, clone: Fc_TUM08_17E24, 5'end sequence, expressed in inner bark."
"DC653573"	"Fagus crenata mRNA, clone: Fc_TUM08_07A10, 5'end sequence, expressed in inner bark."
"DC652490"	"Fagus crenata mRNA, clone: Fc_TUM08_04A04, 5'end sequence, expressed in inner bark."
"DC654204"	"Fagus crenata mRNA, clone: Fc_TUM08_08O02, 5'end sequence, expressed in inner bark."
"DC652005"	"Fagus crenata mRNA, clone: Fc_TUM08_01D08, 5'end sequence, expressed in inner bark."
"DC656077"	"Fagus crenata mRNA, clone: Fc_TUM08_14D03, 5'end sequence, expressed in inner bark."
"DC656995"	"Fagus crenata mRNA, clone: Fc_TUM08_16O11, 5'end sequence, expressed in inner bark."
"DC655214"	"Fagus crenata mRNA, clone: Fc_TUM08_11K22, 5'end sequence, expressed in inner bark."
"DC654400"	"Fagus crenata mRNA, clone: Fc_TUM08_09G21, 5'end sequence, expressed in inner bark."
"DC652233"	"Fagus crenata mRNA, clone: Fc_TUM08_03E10, 5'end sequence, expressed in inner bark."
"DC654517"	"Fagus crenata mRNA, clone: Fc_TUM08_09L22, 5'end sequence, expressed in inner bark."
"DC656553"	"Fagus crenata mRNA, clone: Fc_TUM08_15K01, 5'end sequence, expressed in inner bark."
"DC654733"	"Fagus crenata mRNA, clone: Fc_TUM08_10F07, 5'end sequence, expressed in inner bark."
"DC654227"	"Fagus crenata mRNA, clone: Fc_TUM08_08P02, 5'end sequence, expressed in inner bark."
"DC653204"	"Fagus crenata mRNA, clone: Fc_TUM08_06A05, 5'end sequence, expressed in inner bark."
"DC656810"	"Fagus crenata mRNA, clone: Fc_TUM08_16F20, 5'end sequence, expressed in inner bark."
"DC654963"	"Fagus crenata mRNA, clone: Fc_TUM08_10P19, 5'end sequence, expressed in inner bark."
"DC654165"	"Fagus crenata mRNA, clone: Fc_TUM08_08M05, 5'end sequence, expressed in inner bark."
"DC656923"	"Fagus crenata mRNA, clone: Fc_TUM08_16L02, 5'end sequence, expressed in inner bark."
"DC655302"	"Fagus crenata mRNA, clone: Fc_TUM08_11O22, 5'end sequence, expressed in inner bark."
"DC656562"	"Fagus crenata mRNA, clone: Fc_TUM08_15K11, 5'end sequence, expressed in inner bark."
"DC654191"	"Fagus crenata mRNA, clone: Fc_TUM08_08N11, 5'end sequence, expressed in inner bark."
"DC655899"	"Fagus crenata mRNA, clone: Fc_TUM08_13K22, 5'end sequence, expressed in inner bark."
"DC657244"	"Fagus crenata mRNA, clone: Fc_TUM08_17J19, 5'end sequence, expressed in inner bark."
"OM323049"	"Fagus crenata isolate JYAKU_4 clone 1 LEAFY protein (LEAFY) gene, partial cds."
"DC652819"	"Fagus crenata mRNA, clone: Fc_TUM08_04O15, 5'end sequence, expressed in inner bark."
"DC655613"	"Fagus crenata mRNA, clone: Fc_TUM08_12N23, 5'end sequence, expressed in inner bark."
"DC654508"	"Fagus crenata mRNA, clone: Fc_TUM08_09L13, 5'end sequence, expressed in inner bark."
"DC655164"	"Fagus crenata mRNA, clone: Fc_TUM08_11I14, 5'end sequence, expressed in inner bark."
"DC655518"	"Fagus crenata mRNA, clone: Fc_TUM08_12J12, 5'end sequence, expressed in inner bark."
"DC656194"	"Fagus crenata mRNA, clone: Fc_TUM08_14I10, 5'end sequence, expressed in inner bark."
"DC653498"	"Fagus crenata mRNA, clone: Fc_TUM08_06N07, 5'end sequence, expressed in inner bark."
"DC654506"	"Fagus crenata mRNA, clone: Fc_TUM08_09L11, 5'end sequence, expressed in inner bark."
"DC656852"	"Fagus crenata mRNA, clone: Fc_TUM08_16H17, 5'end sequence, expressed in inner bark."
"DC655952"	"Fagus crenata mRNA, clone: Fc_TUM08_13N09, 5'end sequence, expressed in inner bark."
"DC656785"	"Fagus crenata mRNA, clone: Fc_TUM08_16E19, 5'end sequence, expressed in inner bark."
"DC654950"	"Fagus crenata mRNA, clone: Fc_TUM08_10P04, 5'end sequence, expressed in inner bark."
"DC654333"	"Fagus crenata mRNA, clone: Fc_TUM08_09D20, 5'end sequence, expressed in inner bark."
"DC656667"	"Fagus crenata mRNA, clone: Fc_TUM08_15P09, 5'end sequence, expressed in inner bark."
"DC656534"	"Fagus crenata mRNA, clone: Fc_TUM08_15J04, 5'end sequence, expressed in inner bark."
"DC652094"	"Fagus crenata mRNA, clone: Fc_TUM08_02D08, 5'end sequence, expressed in inner bark."
"DC657106"	"Fagus crenata mRNA, clone: Fc_TUM08_17D12, 5'end sequence, expressed in inner bark."
"DC657231"	"Fagus crenata mRNA, clone: Fc_TUM08_17J05, 5'end sequence, expressed in inner bark."
"DC652148"	"Fagus crenata mRNA, clone: Fc_TUM08_03A10, 5'end sequence, expressed in inner bark."
"DC653005"	"Fagus crenata mRNA, clone: Fc_TUM08_05H03, 5'end sequence, expressed in inner bark."
"DC652881"	"Fagus crenata mRNA, clone: Fc_TUM08_05B14, 5'end sequence, expressed in inner bark."
"DC653202"	"Fagus crenata mRNA, clone: Fc_TUM08_06A03, 5'end sequence, expressed in inner bark."
"DC652928"	"Fagus crenata mRNA, clone: Fc_TUM08_05D16, 5'end sequence, expressed in inner bark."
"DC654576"	"Fagus crenata mRNA, clone: Fc_TUM08_09O10, 5'end sequence, expressed in inner bark."
"DC654332"	"Fagus crenata mRNA, clone: Fc_TUM08_09D19, 5'end sequence, expressed in inner bark."
"DC655179"	"Fagus crenata mRNA, clone: Fc_TUM08_11J09, 5'end sequence, expressed in inner bark."
"DC652342"	"Fagus crenata mRNA, clone: Fc_TUM08_03J12, 5'end sequence, expressed in inner bark."
"DC652173"	"Fagus crenata mRNA, clone: Fc_TUM08_03B14, 5'end sequence, expressed in inner bark."
"DC652434"	"Fagus crenata mRNA, clone: Fc_TUM08_03N18, 5'end sequence, expressed in inner bark."
"DC653841"	"Fagus crenata mRNA, clone: Fc_TUM08_07N13, 5'end sequence, expressed in inner bark."
"DC652129"	"Fagus crenata mRNA, clone: Fc_TUM08_02G12, 5'end sequence, expressed in inner bark."
"DC652295"	"Fagus crenata mRNA, clone: Fc_TUM08_03H06, 5'end sequence, expressed in inner bark."
"DC656009"	"Fagus crenata mRNA, clone: Fc_TUM08_13P23, 5'end sequence, expressed in inner bark."
"DC655064"	"Fagus crenata mRNA, clone: Fc_TUM08_11E08, 5'end sequence, expressed in inner bark."
"DC653521"	"Fagus crenata mRNA, clone: Fc_TUM08_06O06, 5'end sequence, expressed in inner bark."
"DC656970"	"Fagus crenata mRNA, clone: Fc_TUM08_16N07, 5'end sequence, expressed in inner bark."
"DC655351"	"Fagus crenata mRNA, clone: Fc_TUM08_12B11, 5'end sequence, expressed in inner bark."
"DC655395"	"Fagus crenata mRNA, clone: Fc_TUM08_12D12, 5'end sequence, expressed in inner bark."
"DC655189"	"Fagus crenata mRNA, clone: Fc_TUM08_11J20, 5'end sequence, expressed in inner bark."
"DC654754"	"Fagus crenata mRNA, clone: Fc_TUM08_10G04, 5'end sequence, expressed in inner bark."
"DC652202"	"Fagus crenata mRNA, clone: Fc_TUM08_03D01, 5'end sequence, expressed in inner bark."
"DC653302"	"Fagus crenata mRNA, clone: Fc_TUM08_06E13, 5'end sequence, expressed in inner bark."
"DC653500"	"Fagus crenata mRNA, clone: Fc_TUM08_06N09, 5'end sequence, expressed in inner bark."
"DC656950"	"Fagus crenata mRNA, clone: Fc_TUM08_16M07, 5'end sequence, expressed in inner bark."
"DC656734"	"Fagus crenata mRNA, clone: Fc_TUM08_16C13, 5'end sequence, expressed in inner bark."
"DC652279"	"Fagus crenata mRNA, clone: Fc_TUM08_03G13, 5'end sequence, expressed in inner bark."
"DC654010"	"Fagus crenata mRNA, clone: Fc_TUM08_08F03, 5'end sequence, expressed in inner bark."
"DC654741"	"Fagus crenata mRNA, clone: Fc_TUM08_10F15, 5'end sequence, expressed in inner bark."
"DC655501"	"Fagus crenata mRNA, clone: Fc_TUM08_12I18, 5'end sequence, expressed in inner bark."
"DC654827"	"Fagus crenata mRNA, clone: Fc_TUM08_10J13, 5'end sequence, expressed in inner bark."
"DC653582"	"Fagus crenata mRNA, clone: Fc_TUM08_07A22, 5'end sequence, expressed in inner bark."
"DC655614"	"Fagus crenata mRNA, clone: Fc_TUM08_12N24, 5'end sequence, expressed in inner bark."
"DC656964"	"Fagus crenata mRNA, clone: Fc_TUM08_16M23, 5'end sequence, expressed in inner bark."
"DC653224"	"Fagus crenata mRNA, clone: Fc_TUM08_06B01, 5'end sequence, expressed in inner bark."
"DC656892"	"Fagus crenata mRNA, clone: Fc_TUM08_16J14, 5'end sequence, expressed in inner bark."
"DC654401"	"Fagus crenata mRNA, clone: Fc_TUM08_09G22, 5'end sequence, expressed in inner bark."
"DC656311"	"Fagus crenata mRNA, clone: Fc_TUM08_14N16, 5'end sequence, expressed in inner bark."
"DC653583"	"Fagus crenata mRNA, clone: Fc_TUM08_07A23, 5'end sequence, expressed in inner bark."
"DC656366"	"Fagus crenata mRNA, clone: Fc_TUM08_15A05, 5'end sequence, expressed in inner bark."
"DC652945"	"Fagus crenata mRNA, clone: Fc_TUM08_05E12, 5'end sequence, expressed in inner bark."
"DC653014"	"Fagus crenata mRNA, clone: Fc_TUM08_05H12, 5'end sequence, expressed in inner bark."
"DC655780"	"Fagus crenata mRNA, clone: Fc_TUM08_13F13, 5'end sequence, expressed in inner bark."
"DC653270"	"Fagus crenata mRNA, clone: Fc_TUM08_06D04, 5'end sequence, expressed in inner bark."
"DC653803"	"Fagus crenata mRNA, clone: Fc_TUM08_07L22, 5'end sequence, expressed in inner bark."
"DC653282"	"Fagus crenata mRNA, clone: Fc_TUM08_06D17, 5'end sequence, expressed in inner bark."
"DC653597"	"Fagus crenata mRNA, clone: Fc_TUM08_07B16, 5'end sequence, expressed in inner bark."
"DC655444"	"Fagus crenata mRNA, clone: Fc_TUM08_12F23, 5'end sequence, expressed in inner bark."
"DC654389"	"Fagus crenata mRNA, clone: Fc_TUM08_09G10, 5'end sequence, expressed in inner bark."
"DC652128"	"Fagus crenata mRNA, clone: Fc_TUM08_02G11, 5'end sequence, expressed in inner bark."
"DC655588"	"Fagus crenata mRNA, clone: Fc_TUM08_12M17, 5'end sequence, expressed in inner bark."
"DC653976"	"Fagus crenata mRNA, clone: Fc_TUM08_08D11, 5'end sequence, expressed in inner bark."
"DC654223"	"Fagus crenata mRNA, clone: Fc_TUM08_08O22, 5'end sequence, expressed in inner bark."
"DC653133"	"Fagus crenata mRNA, clone: Fc_TUM08_05M24, 5'end sequence, expressed in inner bark."
"OM323085"	"Fagus crenata isolate AMAG_5 clone 6 LEAFY protein (LEAFY) gene, partial cds."
"MT727412"	"UNVERIFIED: Fagus crenata isolate 448_2 time for coffee (LOC115970748) gene, partial sequence."
"DC656641"	"Fagus crenata mRNA, clone: Fc_TUM08_15O04, 5'end sequence, expressed in inner bark."
"DC654749"	"Fagus crenata mRNA, clone: Fc_TUM08_10F23, 5'end sequence, expressed in inner bark."
"DC653906"	"Fagus crenata mRNA, clone: Fc_TUM08_08A09, 5'end sequence, expressed in inner bark."
"DC654417"	"Fagus crenata mRNA, clone: Fc_TUM08_09H14, 5'end sequence, expressed in inner bark."
"OM323082"	"Fagus crenata isolate HAKU_2 clone 2 LEAFY protein (LEAFY) gene, partial cds."
"DC653255"	"Fagus crenata mRNA, clone: Fc_TUM08_06C11, 5'end sequence, expressed in inner bark."
"DC656510"	"Fagus crenata mRNA, clone: Fc_TUM08_15I04, 5'end sequence, expressed in inner bark."
"DC653698"	"Fagus crenata mRNA, clone: Fc_TUM08_07G22, 5'end sequence, expressed in inner bark."
"DC653915"	"Fagus crenata mRNA, clone: Fc_TUM08_08A19, 5'end sequence, expressed in inner bark."
"DC657077"	"Fagus crenata mRNA, clone: Fc_TUM08_17C05, 5'end sequence, expressed in inner bark."
"DC655816"	"Fagus crenata mRNA, clone: Fc_TUM08_13H02, 5'end sequence, expressed in inner bark."
"DC655039"	"Fagus crenata mRNA, clone: Fc_TUM08_11D05, 5'end sequence, expressed in inner bark."
"DC657050"	"Fagus crenata mRNA, clone: Fc_TUM08_17A23, 5'end sequence, expressed in inner bark."
"DC656544"	"Fagus crenata mRNA, clone: Fc_TUM08_15J15, 5'end sequence, expressed in inner bark."
"DC656637"	"Fagus crenata mRNA, clone: Fc_TUM08_15N22, 5'end sequence, expressed in inner bark."
"DC657319"	"Fagus crenata mRNA, clone: Fc_TUM08_17N02, 5'end sequence, expressed in inner bark."
"DC655745"	"Fagus crenata mRNA, clone: Fc_TUM08_13D22, 5'end sequence, expressed in inner bark."
"DC654454"	"Fagus crenata mRNA, clone: Fc_TUM08_09J05, 5'end sequence, expressed in inner bark."
"DC652445"	"Fagus crenata mRNA, clone: Fc_TUM08_03O06, 5'end sequence, expressed in inner bark."
"DC657193"	"Fagus crenata mRNA, clone: Fc_TUM08_17H09, 5'end sequence, expressed in inner bark."
"DC654544"	"Fagus crenata mRNA, clone: Fc_TUM08_09N01, 5'end sequence, expressed in inner bark."
"DC655887"	"Fagus crenata mRNA, clone: Fc_TUM08_13K09, 5'end sequence, expressed in inner bark."
"DC652022"	"Fagus crenata mRNA, clone: Fc_TUM08_01F01, 5'end sequence, expressed in inner bark."
"DC656672"	"Fagus crenata mRNA, clone: Fc_TUM08_15P14, 5'end sequence, expressed in inner bark."
"DC652461"	"Fagus crenata mRNA, clone: Fc_TUM08_03O23, 5'end sequence, expressed in inner bark."
"DC657146"	"Fagus crenata mRNA, clone: Fc_TUM08_17F08, 5'end sequence, expressed in inner bark."
"DC654849"	"Fagus crenata mRNA, clone: Fc_TUM08_10K14, 5'end sequence, expressed in inner bark."
"DC654320"	"Fagus crenata mRNA, clone: Fc_TUM08_09D06, 5'end sequence, expressed in inner bark."
"DC655382"	"Fagus crenata mRNA, clone: Fc_TUM08_12C22, 5'end sequence, expressed in inner bark."
"DC655903"	"Fagus crenata mRNA, clone: Fc_TUM08_13L03, 5'end sequence, expressed in inner bark."
"DC653970"	"Fagus crenata mRNA, clone: Fc_TUM08_08D05, 5'end sequence, expressed in inner bark."
"DC656954"	"Fagus crenata mRNA, clone: Fc_TUM08_16M11, 5'end sequence, expressed in inner bark."
"DC652075"	"Fagus crenata mRNA, clone: Fc_TUM08_02B10, 5'end sequence, expressed in inner bark."
"DC655720"	"Fagus crenata mRNA, clone: Fc_TUM08_13C20, 5'end sequence, expressed in inner bark."
"DC654757"	"Fagus crenata mRNA, clone: Fc_TUM08_10G08, 5'end sequence, expressed in inner bark."
"DC652961"	"Fagus crenata mRNA, clone: Fc_TUM08_05F04, 5'end sequence, expressed in inner bark."
"DC654781"	"Fagus crenata mRNA, clone: Fc_TUM08_10H11, 5'end sequence, expressed in inner bark."
"DC653210"	"Fagus crenata mRNA, clone: Fc_TUM08_06A11, 5'end sequence, expressed in inner bark."
"DC656019"	"Fagus crenata mRNA, clone: Fc_TUM08_14A11, 5'end sequence, expressed in inner bark."
"DC654439"	"Fagus crenata mRNA, clone: Fc_TUM08_09I13, 5'end sequence, expressed in inner bark."
"DC653730"	"Fagus crenata mRNA, clone: Fc_TUM08_07I16, 5'end sequence, expressed in inner bark."
"DC657347"	"Fagus crenata mRNA, clone: Fc_TUM08_17O09, 5'end sequence, expressed in inner bark."
"DC655541"	"Fagus crenata mRNA, clone: Fc_TUM08_12K14, 5'end sequence, expressed in inner bark."
"DC656111"	"Fagus crenata mRNA, clone: Fc_TUM08_14E18, 5'end sequence, expressed in inner bark."
"DC653341"	"Fagus crenata mRNA, clone: Fc_TUM08_06G06, 5'end sequence, expressed in inner bark."
"DC655113"	"Fagus crenata mRNA, clone: Fc_TUM08_11G10, 5'end sequence, expressed in inner bark."
"DC652286"	"Fagus crenata mRNA, clone: Fc_TUM08_03G20, 5'end sequence, expressed in inner bark."
"DC655582"	"Fagus crenata mRNA, clone: Fc_TUM08_12M11, 5'end sequence, expressed in inner bark."
"DC652749"	"Fagus crenata mRNA, clone: Fc_TUM08_04L11, 5'end sequence, expressed in inner bark."
"DC653316"	"Fagus crenata mRNA, clone: Fc_TUM08_06F04, 5'end sequence, expressed in inner bark."
"DC655253"	"Fagus crenata mRNA, clone: Fc_TUM08_11M15, 5'end sequence, expressed in inner bark."
"DC654861"	"Fagus crenata mRNA, clone: Fc_TUM08_10L04, 5'end sequence, expressed in inner bark."
"DC656214"	"Fagus crenata mRNA, clone: Fc_TUM08_14J07, 5'end sequence, expressed in inner bark."
"DC653512"	"Fagus crenata mRNA, clone: Fc_TUM08_06N21, 5'end sequence, expressed in inner bark."
"DC654176"	"Fagus crenata mRNA, clone: Fc_TUM08_08M19, 5'end sequence, expressed in inner bark."
"DC653466"	"Fagus crenata mRNA, clone: Fc_TUM08_06L20, 5'end sequence, expressed in inner bark."
"DC654015"	"Fagus crenata mRNA, clone: Fc_TUM08_08F08, 5'end sequence, expressed in inner bark."
"DC652331"	"Fagus crenata mRNA, clone: Fc_TUM08_03I23, 5'end sequence, expressed in inner bark."
"DC653655"	"Fagus crenata mRNA, clone: Fc_TUM08_07E12, 5'end sequence, expressed in inner bark."
"DC652290"	"Fagus crenata mRNA, clone: Fc_TUM08_03G24, 5'end sequence, expressed in inner bark."
"DC653203"	"Fagus crenata mRNA, clone: Fc_TUM08_06A04, 5'end sequence, expressed in inner bark."
"DC656736"	"Fagus crenata mRNA, clone: Fc_TUM08_16C15, 5'end sequence, expressed in inner bark."
"DC653779"	"Fagus crenata mRNA, clone: Fc_TUM08_07K21, 5'end sequence, expressed in inner bark."
"DC653023"	"Fagus crenata mRNA, clone: Fc_TUM08_05H21, 5'end sequence, expressed in inner bark."
"DC654574"	"Fagus crenata mRNA, clone: Fc_TUM08_09O08, 5'end sequence, expressed in inner bark."
"DC655158"	"Fagus crenata mRNA, clone: Fc_TUM08_11I08, 5'end sequence, expressed in inner bark."
"DC654213"	"Fagus crenata mRNA, clone: Fc_TUM08_08O11, 5'end sequence, expressed in inner bark."
"DC656525"	"Fagus crenata mRNA, clone: Fc_TUM08_15I19, 5'end sequence, expressed in inner bark."
"DC652996"	"Fagus crenata mRNA, clone: Fc_TUM08_05G16, 5'end sequence, expressed in inner bark."
"DC652361"	"Fagus crenata mRNA, clone: Fc_TUM08_03K08, 5'end sequence, expressed in inner bark."
"DC654468"	"Fagus crenata mRNA, clone: Fc_TUM08_09J21, 5'end sequence, expressed in inner bark."
"DC654274"	"Fagus crenata mRNA, clone: Fc_TUM08_09B04, 5'end sequence, expressed in inner bark."
"DC656457"	"Fagus crenata mRNA, clone: Fc_TUM08_15F14, 5'end sequence, expressed in inner bark."
"DC655220"	"Fagus crenata mRNA, clone: Fc_TUM08_11L05, 5'end sequence, expressed in inner bark."
"DC654126"	"Fagus crenata mRNA, clone: Fc_TUM08_08K09, 5'end sequence, expressed in inner bark."
"DC653209"	"Fagus crenata mRNA, clone: Fc_TUM08_06A10, 5'end sequence, expressed in inner bark."
"DC654378"	"Fagus crenata mRNA, clone: Fc_TUM08_09F22, 5'end sequence, expressed in inner bark."
"DC656939"	"Fagus crenata mRNA, clone: Fc_TUM08_16L18, 5'end sequence, expressed in inner bark."
"DC654336"	"Fagus crenata mRNA, clone: Fc_TUM08_09D23, 5'end sequence, expressed in inner bark."
"DC652299"	"Fagus crenata mRNA, clone: Fc_TUM08_03H10, 5'end sequence, expressed in inner bark."
"DC653546"	"Fagus crenata mRNA, clone: Fc_TUM08_06P07, 5'end sequence, expressed in inner bark."
"DC654218"	"Fagus crenata mRNA, clone: Fc_TUM08_08O16, 5'end sequence, expressed in inner bark."
"DC657294"	"Fagus crenata mRNA, clone: Fc_TUM08_17L23, 5'end sequence, expressed in inner bark."
"DC655918"	"Fagus crenata mRNA, clone: Fc_TUM08_13L19, 5'end sequence, expressed in inner bark."
"DC655350"	"Fagus crenata mRNA, clone: Fc_TUM08_12B10, 5'end sequence, expressed in inner bark."
"DC655175"	"Fagus crenata mRNA, clone: Fc_TUM08_11J04, 5'end sequence, expressed in inner bark."
"DC654684"	"Fagus crenata mRNA, clone: Fc_TUM08_10C24, 5'end sequence, expressed in inner bark."
"DC655521"	"Fagus crenata mRNA, clone: Fc_TUM08_12J15, 5'end sequence, expressed in inner bark."
"DC656409"	"Fagus crenata mRNA, clone: Fc_TUM08_15D05, 5'end sequence, expressed in inner bark."
"DC656460"	"Fagus crenata mRNA, clone: Fc_TUM08_15F18, 5'end sequence, expressed in inner bark."
"DC656833"	"Fagus crenata mRNA, clone: Fc_TUM08_16G21, 5'end sequence, expressed in inner bark."
"DC652688"	"Fagus crenata mRNA, clone: Fc_TUM08_04I19, 5'end sequence, expressed in inner bark."
"DC652084"	"Fagus crenata mRNA, clone: Fc_TUM08_02C08, 5'end sequence, expressed in inner bark."
"DC653122"	"Fagus crenata mRNA, clone: Fc_TUM08_05M11, 5'end sequence, expressed in inner bark."
"DC653435"	"Fagus crenata mRNA, clone: Fc_TUM08_06K08, 5'end sequence, expressed in inner bark."
"DC655621"	"Fagus crenata mRNA, clone: Fc_TUM08_12O08, 5'end sequence, expressed in inner bark."
"DC656432"	"Fagus crenata mRNA, clone: Fc_TUM08_15E09, 5'end sequence, expressed in inner bark."
"DC653863"	"Fagus crenata mRNA, clone: Fc_TUM08_07O12, 5'end sequence, expressed in inner bark."
"DC653246"	"Fagus crenata mRNA, clone: Fc_TUM08_06C02, 5'end sequence, expressed in inner bark."
"DC654767"	"Fagus crenata mRNA, clone: Fc_TUM08_10G20, 5'end sequence, expressed in inner bark."
"DC654829"	"Fagus crenata mRNA, clone: Fc_TUM08_10J15, 5'end sequence, expressed in inner bark."
"DC653514"	"Fagus crenata mRNA, clone: Fc_TUM08_06N23, 5'end sequence, expressed in inner bark."
"DC655653"	"Fagus crenata mRNA, clone: Fc_TUM08_12P21, 5'end sequence, expressed in inner bark."
"DC656405"	"Fagus crenata mRNA, clone: Fc_TUM08_15C18, 5'end sequence, expressed in inner bark."
